trial,time_ms,pressure_kpa,distance_mm
31,280,1.751,13.97
31,300,1.787,13.88
31,320,1.82,13.85
31,340,1.731,13.51
31,360,1.733,13.09
31,380,1.761,13.12
31,400,1.671,12.92
31,420,1.767,12.58
31,440,1.718,12.44
31,460,1.715,12.8
31,480,1.77,12.48
31,500,1.7,12.26
31,520,1.686,11.7
31,540,1.729,12.05
31,560,1.677,12.04
31,580,1.648,11.81
31,600,1.724,11.58
31,620,1.732,11.31
31,640,1.664,11.85
31,660,1.759,11.48
31,680,1.719,11.55
31,700,1.665,11.44
31,720,1.745,11.36
31,740,1.728,11.35
31,760,1.68,11.25
31,780,1.674,11.2
31,800,1.705,11.03
31,820,1.678,11.17
31,840,1.678,11.28
31,860,1.721,11.22
31,880,1.716,11.38
31,900,1.708,11.23
31,920,1.731,10.88
31,940,1.702,11.33
31,960,1.733,11.37
31,980,1.7,11.35
31,1000,1.707,10.9
31,1020,1.711,10.91
31,1040,1.71,10.97
31,1060,1.676,10.99
31,1080,1.744,10.91
31,1100,1.665,10.97
31,1120,1.696,10.67
31,1140,1.67,11.01
31,1160,1.722,10.69
31,1180,1.732,11.43
31,1200,1.702,10.8
31,1220,1.667,10.92
31,1240,1.701,10.73
31,1260,1.713,11.05
31,1280,1.721,10.83
31,1300,1.676,11.0
31,1320,1.725,10.74
31,1340,1.718,11.09
31,1360,1.749,11.09
31,1380,1.72,10.68
31,1400,1.739,11.11
31,1420,1.688,11.12
31,1440,1.729,11.01
31,1460,1.711,10.81
31,1480,1.68,10.7
32,0,3.087,7.13
32,20,2.93,7.15
32,40,2.805,7.33
32,60,2.655,7.42
32,80,2.591,7.94
32,100,2.432,8.35
32,120,2.42,8.37
32,140,2.437,9.01
32,160,2.391,9.19
32,180,2.328,8.84
32,200,2.256,8.72
32,220,2.256,8.44
32,240,2.263,8.37
32,260,2.217,8.06
32,280,2.236,7.71
32,300,2.211,7.85
32,320,2.188,7.84
32,340,2.179,7.52
32,360,2.198,7.53
32,380,2.174,7.42
32,400,2.171,7.25
32,420,2.16,7.13
32,440,2.183,7.42
32,460,2.169,7.28
32,480,2.139,7.4
32,500,2.151,7.3
32,520,2.167,7.25
32,540,2.18,7.1
32,560,2.134,7.06
32,580,2.132,7.07
32,600,2.151,7.14
32,620,2.179,6.92
32,640,2.163,7.16
32,660,2.195,7.04
32,680,2.175,7.03
32,700,2.184,6.9
32,720,2.183,7.04
32,740,2.145,7.01
32,760,2.161,6.87
32,780,2.128,6.97
32,800,2.198,7.23
32,820,2.103,6.73
32,840,2.172,6.8
32,860,2.131,7.43
32,880,2.207,6.98
32,900,2.2,6.95
32,920,2.166,7.16
32,940,2.195,7.15
32,960,2.162,6.81
32,980,2.168,6.92
32,1000,2.137,6.84
32,1020,2.166,7.02
32,1040,2.173,7.22
32,1060,2.206,7.23
32,1080,2.061,7.18
32,1100,2.181,6.9
32,1120,2.151,6.81
32,1140,2.168,7.11
32,1160,2.219,6.96
32,1180,2.2,6.95
32,1200,2.17,7.0
32,1220,2.141,6.96
32,1240,2.126,6.98
32,1260,2.17,7.1
32,1280,2.191,6.94
32,1300,2.108,6.85
32,1320,2.125,7.07
32,1340,2.172,6.8
32,1360,2.143,7.16
32,1380,2.212,6.88
32,1400,2.192,6.8
32,1420,2.145,7.07
32,1440,2.141,6.99
32,1460,2.162,6.91
32,1480,2.117,6.9
33,0,2.948,10.35
33,20,2.74,10.53
33,40,2.624,10.98
33,60,2.511,10.85
33,80,2.323,11.09
33,100,2.288,11.56
33,120,2.224,11.27
33,140,2.157,11.58
33,160,2.1,11.87
33,180,2.038,12.08
33,200,2.02,12.3
33,220,1.911,12.42
33,240,1.974,12.49
33,260,1.94,11.8
33,280,1.943,11.8
33,300,1.893,11.63
33,320,1.892,11.62
33,340,1.887,11.39
33,360,1.888,11.3
33,380,1.865,11.09
33,400,1.88,10.93
33,420,1.818,11.04
33,440,1.92,10.64
33,460,1.893,10.95
33,480,1.854,10.7
33,500,1.816,10.67
33,520,1.877,10.65
33,540,1.893,10.55
33,560,1.811,10.6
33,580,1.872,10.54
33,600,1.904,10.82
33,620,1.849,10.45
33,640,1.843,10.32
33,660,1.924,10.45
33,680,1.816,10.55
33,700,1.875,10.54
33,720,1.829,10.62
33,740,1.855,10.5
33,760,1.847,10.5
33,780,1.861,10.41
33,800,1.881,10.27
33,820,1.825,10.62
33,840,1.821,10.39
33,860,1.873,10.37
33,880,1.9,10.53
33,900,1.84,10.47
33,920,1.828,10.67
33,940,1.846,10.38
33,960,1.808,10.52
33,980,1.866,10.55
33,1000,1.811,10.29
33,1020,1.865,10.08
33,1040,1.902,10.64
33,1060,1.88,10.43
33,1080,1.913,10.58
33,1100,1.904,10.3
33,1120,1.882,10.36
33,1140,1.857,10.51
33,1160,1.859,10.15
33,1180,1.879,10.41
33,1200,1.835,10.28
33,1220,1.878,10.24
33,1240,1.875,10.59
33,1260,1.863,10.56
33,1280,1.861,10.25
33,1300,1.874,10.45
33,1320,1.881,10.53
33,1340,1.86,10.53
33,1360,1.822,10.39
33,1380,1.847,10.63
33,1400,1.89,10.31
33,1420,1.891,10.54
33,1440,1.804,10.42
33,1460,1.839,10.48
33,1480,1.836,10.33
34,0,3.031,6.55
34,20,2.816,6.71
34,40,2.651,7.0
34,60,2.455,7.02
34,80,2.305,7.58
34,100,2.22,7.65
34,120,2.203,7.93
34,140,2.1,8.14
34,160,2.019,8.58
34,180,1.946,8.53
34,200,1.917,8.48
34,220,1.855,7.86
34,240,1.892,7.91
34,260,1.85,7.4
34,280,1.808,7.55
34,300,1.867,7.54
34,320,1.83,7.14
34,340,1.79,6.65
34,360,1.829,7.05
34,380,1.813,7.04
34,400,1.779,6.65
34,420,1.768,6.74
34,440,1.802,6.64
34,460,1.806,6.74
34,480,1.769,6.4
34,500,1.811,6.54
34,520,1.845,6.55
34,540,1.788,6.62
34,560,1.77,6.53
34,580,1.753,6.73
34,600,1.779,6.64
34,620,1.822,6.72
34,640,1.732,6.74
34,660,1.715,6.41
34,680,1.757,6.41
34,700,1.805,6.27
34,720,1.794,6.43
34,740,1.781,6.49
34,760,1.78,6.26
34,780,1.756,6.48
34,800,1.761,6.68
34,820,1.781,6.54
34,840,1.782,6.36
34,860,1.742,6.16
34,880,1.802,6.71
34,900,1.769,6.2
34,920,1.754,6.49
34,940,1.775,6.31
34,960,1.764,6.41
34,980,1.746,6.34
34,1000,1.739,6.38
34,1020,1.769,6.3
34,1040,1.736,6.24
34,1060,1.778,6.47
34,1080,1.797,6.18
34,1100,1.766,6.37
34,1120,1.845,6.24
34,1140,1.796,6.46
34,1160,1.74,6.42
34,1180,1.828,6.4
34,1200,1.821,6.47
34,1220,1.76,6.32
34,1240,1.758,6.42
34,1260,1.771,6.49
34,1280,1.78,6.41
34,1300,1.803,6.72
34,1320,1.82,6.49
34,1340,1.801,6.47
34,1360,1.738,6.48
34,1380,1.752,6.7
34,1400,1.754,6.41
34,1420,1.825,6.61
34,1440,1.797,6.5
34,1460,1.777,6.45
34,1480,1.771,6.88
35,0,3.097,8.78
35,20,2.949,8.89
35,40,2.79,8.57
35,60,2.619,8.55
35,80,2.562,8.48
35,100,2.502,8.18
35,120,2.352,8.12
35,140,2.367,7.87
35,160,2.293,8.1
35,180,2.251,8.32
35,200,2.21,8.56
35,220,2.131,8.33
35,240,2.173,8.55
35,260,2.143,8.82
35,280,2.142,8.84
35,300,2.111,8.99
35,320,2.151,8.71
35,340,2.149,8.98
35,360,2.15,8.63
35,380,2.064,8.85
35,400,2.098,8.79
35,420,2.145,8.77
35,440,2.137,8.98
35,460,2.051,8.78
35,480,2.1,8.99
35,500,2.117,9.06
35,520,2.12,8.96
35,540,2.101,8.96
35,560,2.133,9.25
35,580,2.046,8.8
35,600,2.08,9.16
35,620,2.078,8.94
35,640,2.08,9.01
35,660,2.039,8.79
35,680,2.06,8.61
35,700,2.064,9.15
35,720,2.125,8.97
35,740,2.075,9.17
35,760,2.08,9.08
35,780,2.12,8.68
35,800,2.065,8.99
35,820,2.101,9.01
35,840,2.062,9.0
35,860,2.1,8.95
35,880,2.084,9.09
35,900,2.104,8.81
35,920,2.073,9.16
35,940,2.122,9.05
35,960,2.131,9.14
35,980,2.133,9.02
35,1000,2.066,9.18
35,1020,2.098,9.02
35,1040,2.081,8.87
35,1060,2.112,8.68
35,1080,2.125,9.1
35,1100,2.073,9.18
35,1120,2.137,8.95
35,1140,2.069,9.14
35,1160,2.084,8.62
35,1180,2.093,8.82
35,1200,2.047,9.12
35,1220,2.054,9.02
35,1240,2.092,9.35
35,1260,2.059,9.05
35,1280,2.062,8.66
35,1300,2.126,8.83
35,1320,2.116,8.81
35,1340,2.087,9.04
35,1360,2.074,8.6
35,1380,2.107,9.12
35,1400,2.048,9.0
35,1420,2.098,9.0
35,1440,2.104,8.9
35,1460,2.031,8.87
35,1480,2.07,8.88
36,0,2.887,6.44
36,20,2.527,6.74
36,40,2.331,6.55
36,60,2.065,7.34
36,80,1.981,7.59
36,100,1.889,7.58
36,120,1.753,7.88
36,140,1.624,8.12
36,160,1.561,8.76
36,180,1.513,8.5
36,200,1.488,9.0
36,220,1.403,9.24
36,240,1.413,9.83
36,260,1.364,9.68
36,280,1.354,10.01
36,300,1.292,10.06
36,320,1.313,10.57
36,340,1.277,10.48
36,360,1.326,10.39
36,380,1.323,9.81
36,400,1.283,9.2
36,420,1.31,8.91
36,440,1.238,8.68
36,460,1.285,8.22
36,480,1.239,7.96
36,500,1.341,7.66
36,520,1.278,7.66
36,540,1.277,7.51
36,560,1.316,7.31
36,580,1.29,7.3
36,600,1.284,7.18
36,620,1.256,6.97
36,640,1.222,7.01
36,660,1.275,6.83
36,680,1.254,6.87
36,700,1.265,7.12
36,720,1.223,6.68
36,740,1.307,6.64
36,760,1.228,6.7
36,780,1.273,6.68
36,800,1.294,6.58
36,820,1.279,6.58
36,840,1.223,6.48
36,860,1.22,6.5
36,880,1.29,6.76
36,900,1.29,6.46
36,920,1.254,6.41
36,940,1.254,6.9
36,960,1.22,6.26
36,980,1.258,6.65
36,1000,1.27,6.26
36,1020,1.27,6.48
36,1040,1.272,6.52
36,1060,1.206,6.64
36,1080,1.261,6.36
36,1100,1.256,6.49
36,1120,1.276,6.38
36,1140,1.302,6.44
36,1160,1.24,6.57
36,1180,1.267,6.48
36,1200,1.256,6.35
36,1220,1.267,6.61
36,1240,1.27,6.53
36,1260,1.274,6.25
36,1280,1.285,6.21
36,1300,1.248,6.52
36,1320,1.274,6.51
36,1340,1.291,6.44
36,1360,1.321,6.53
36,1380,1.278,6.61
36,1400,1.271,6.58
36,1420,1.301,6.47
36,1440,1.287,6.49
36,1460,1.266,6.33
36,1480,1.279,6.35
37,0,3.13,7.74
37,20,2.867,8.0
37,40,2.679,8.06
37,60,2.567,8.11
37,80,2.452,8.63
37,100,2.398,8.76
37,120,2.297,8.18
37,140,2.195,8.6
37,160,2.222,8.97
37,180,2.109,9.17
37,200,2.131,9.19
37,220,2.043,9.21
37,240,2.076,8.98
37,260,2.028,9.12
37,280,2.018,8.72
37,300,1.989,8.44
37,320,1.98,8.16
37,340,1.924,8.32
37,360,1.977,8.05
37,380,1.963,8.07
37,400,1.887,7.99
37,420,1.975,8.07
37,440,1.942,7.9
37,460,1.954,7.78
37,480,1.892,7.79
37,500,1.94,7.85
37,520,1.96,7.57
37,540,1.922,7.91
37,560,1.915,7.82
37,580,1.952,7.56
37,600,1.933,7.79
37,620,1.924,7.85
37,640,1.947,7.89
37,660,2.012,7.68
37,680,1.926,7.46
37,700,1.928,7.73
37,720,1.906,7.89
37,740,1.964,8.05
37,760,1.883,7.56
37,780,1.957,7.81
37,800,1.92,7.59
37,820,1.973,7.78
37,840,1.958,7.91
37,860,2.02,7.81
37,880,1.954,7.69
37,900,1.948,7.34
37,920,1.902,7.35
37,940,1.987,7.75
37,960,1.966,7.71
37,980,1.984,7.66
37,1000,1.949,7.67
37,1020,1.967,7.59
37,1040,1.936,7.61
37,1060,1.895,7.63
37,1080,1.934,7.56
37,1100,1.902,7.49
37,1120,1.92,7.94
37,1140,1.935,7.73
37,1160,1.918,7.81
37,1180,1.97,7.96
37,1200,2.012,7.59
37,1220,1.954,7.77
37,1240,1.905,7.62
37,1260,1.913,7.81
37,1280,1.921,7.59
37,1300,1.932,7.86
37,1320,1.959,7.77
37,1340,1.954,7.48
37,1360,1.949,7.67
37,1380,1.923,7.76
37,1400,1.925,7.88
37,1420,1.953,7.56
37,1440,1.917,7.6
37,1460,1.913,7.49
37,1480,1.911,7.77
38,0,2.974,7.45
38,20,2.739,7.52
38,40,2.545,7.57
38,60,2.454,7.39
38,80,2.331,7.26
38,100,2.161,7.06
38,120,2.134,7.09
38,140,2.155,7.41
38,160,2.027,6.97
38,180,2.017,7.1
38,200,1.926,7.16
38,220,1.94,7.34
38,240,1.946,6.9
38,260,1.899,7.25
38,280,1.898,7.69
38,300,1.803,7.41
38,320,1.858,7.47
38,340,1.85,7.59
38,360,1.848,7.21
38,380,1.906,7.34
38,400,1.831,7.69
38,420,1.835,7.68
38,440,1.788,7.54
38,460,1.819,7.59
38,480,1.852,7.61
38,500,1.839,7.7
38,520,1.831,7.51
38,540,1.811,7.41
38,560,1.845,7.41
38,580,1.811,7.42
38,600,1.815,7.24
38,620,1.803,7.52
38,640,1.852,7.76
38,660,1.754,7.34
38,680,1.817,7.66
38,700,1.824,7.31
38,720,1.821,7.46
38,740,1.795,7.44
38,760,1.79,7.48
38,780,1.824,7.5
38,800,1.842,7.44
38,820,1.834,7.34
38,840,1.882,7.58
38,860,1.79,7.51
38,880,1.827,7.43
38,900,1.757,7.47
38,920,1.79,7.5
38,940,1.786,7.62
38,960,1.841,7.6
38,980,1.818,7.7
38,1000,1.881,7.34
38,1020,1.805,7.4
38,1040,1.822,7.73
38,1060,1.839,7.51
38,1080,1.83,7.33
38,1100,1.81,7.61
38,1120,1.799,7.58
38,1140,1.824,7.24
38,1160,1.858,7.46
38,1180,1.822,7.27
38,1200,1.873,7.56
38,1220,1.841,7.59
38,1240,1.788,7.38
38,1260,1.852,7.68
38,1280,1.839,7.5
38,1300,1.797,7.7
38,1320,1.83,7.77
38,1340,1.824,7.12
38,1360,1.804,7.4
38,1380,1.824,7.36
38,1400,1.866,7.51
38,1420,1.812,7.79
38,1440,1.855,7.35
38,1460,1.823,7.64
38,1480,1.812,7.45
39,0,2.995,8.23
39,20,2.686,7.68
39,40,2.467,7.5
39,60,2.298,7.5
39,80,2.096,7.2
39,100,1.969,7.12
39,120,1.884,6.59
39,140,1.781,6.28
39,160,1.777,6.25
39,180,1.695,6.0
39,200,1.65,6.3
39,220,1.618,6.68
39,240,1.578,7.17
39,260,1.577,7.41
39,280,1.598,7.66
39,300,1.485,7.48
39,320,1.503,7.63
39,340,1.481,7.67
39,360,1.51,8.12
39,380,1.506,8.3
39,400,1.458,8.26
39,420,1.495,8.09
39,440,1.407,8.3
39,460,1.432,7.99
39,480,1.498,8.09
39,500,1.466,8.51
39,520,1.513,8.3
39,540,1.47,8.33
39,560,1.463,8.33
39,580,1.473,8.48
39,600,1.438,8.3
39,620,1.399,8.33
39,640,1.452,8.36
39,660,1.414,8.34
39,680,1.453,8.37
39,700,1.459,8.3
39,720,1.404,8.18
39,740,1.381,8.37
39,760,1.509,8.39
39,780,1.472,8.36
39,800,1.478,8.55
39,820,1.42,8.64
39,840,1.461,8.25
39,860,1.446,8.06
39,880,1.485,8.31
39,900,1.469,8.46
39,920,1.448,8.41
39,940,1.469,8.35
39,960,1.425,8.46
39,980,1.444,8.37
39,1000,1.481,8.34
39,1020,1.419,8.27
39,1040,1.429,8.17
39,1060,1.441,8.4
39,1080,1.469,8.22
39,1100,1.467,8.33
39,1120,1.503,8.63
39,1140,1.456,8.36
39,1160,1.485,8.47
39,1180,1.409,8.25
39,1200,1.453,8.43
39,1220,1.462,8.4
39,1240,1.431,8.2
39,1260,1.441,8.47
39,1280,1.438,8.19
39,1300,1.431,8.36
39,1320,1.471,8.57
39,1340,1.453,8.08
39,1360,1.545,8.54
39,1380,1.447,8.23
39,1400,1.463,8.1
39,1420,1.455,8.38
39,1440,1.47,8.14
39,1460,1.487,8.58
39,1480,1.445,8.36
40,0,2.92,10.62
40,20,2.673,11.01
40,40,2.49,11.11
40,60,2.396,11.34
40,80,2.229,11.14
40,100,2.197,11.62
40,120,2.15,11.59
40,140,2.085,11.57
40,160,2.081,11.44
40,180,1.978,11.59
40,200,1.904,11.39
40,220,1.91,11.37
40,240,1.867,11.13
40,260,1.904,11.14
40,280,1.805,11.19
40,300,1.832,10.98
40,320,1.832,11.01
40,340,1.819,10.93
40,360,1.797,10.82
40,380,1.804,11.04
40,400,1.71,11.09
40,420,1.787,11.09
40,440,1.812,10.75
40,460,1.794,10.97
40,480,1.829,11.1
40,500,1.726,11.05
40,520,1.814,11.06
40,540,1.813,10.91
40,560,1.746,10.98
40,580,1.786,10.77
40,600,1.775,10.79
40,620,1.776,10.86
40,640,1.79,11.05
40,660,1.766,10.81
40,680,1.736,10.81
40,700,1.792,10.91
40,720,1.772,10.85
40,740,1.821,10.73
40,760,1.755,10.69
40,780,1.76,10.8
40,800,1.821,10.49
40,820,1.786,10.86
40,840,1.802,10.9
40,860,1.792,10.87
40,880,1.724,10.78
40,900,1.792,10.96
40,920,1.778,10.85
40,940,1.754,10.81
40,960,1.777,10.73
40,980,1.784,11.06
40,1000,1.784,11.02
40,1020,1.769,10.77
40,1040,1.8,11.03
40,1060,1.761,10.85
40,1080,1.781,10.61
40,1100,1.764,10.84
40,1120,1.856,10.76
40,1140,1.821,10.95
40,1160,1.778,10.94
40,1180,1.763,10.94
40,1200,1.805,10.87
40,1220,1.756,10.64
40,1240,1.727,10.61
40,1260,1.741,10.84
40,1280,1.767,10.78
40,1300,1.765,10.71
40,1320,1.792,10.75
40,1340,1.806,11.13
40,1360,1.779,10.75
40,1380,1.758,10.81
40,1400,1.792,10.78
40,1420,1.776,10.66
40,1440,1.762,10.58
40,1460,1.754,10.75
40,1480,1.813,10.95
41,0,3.138,9.4
41,20,2.885,8.94
41,40,2.624,8.79
41,60,2.482,8.63
41,80,2.319,8.5
41,100,2.214,7.85
41,120,2.19,7.77
41,140,2.128,7.65
41,160,2.05,7.29
41,180,1.983,7.05
41,200,1.911,6.81
41,220,1.911,6.06
41,240,1.905,5.98
41,260,1.875,6.05
41,280,1.843,6.02
41,300,1.855,5.48
41,320,1.798,5.23
41,340,1.744,4.96
41,360,1.809,5.05
41,380,1.803,4.87
41,400,1.803,5.8
41,420,1.743,6.11
41,440,1.746,6.46
41,460,1.714,6.87
41,480,1.799,7.05
41,500,1.758,7.24
41,520,1.723,7.46
41,540,1.719,7.8
41,560,1.754,7.9
41,580,1.723,7.92
41,600,1.805,8.16
41,620,1.698,8.38
41,640,1.681,8.5
41,660,1.765,8.63
41,680,1.774,8.72
41,700,1.783,8.52
41,720,1.763,9.01
41,740,1.736,8.87
41,760,1.74,8.78
41,780,1.774,8.99
41,800,1.733,9.05
41,820,1.754,8.92
41,840,1.79,9.02
41,860,1.745,9.15
41,880,1.696,9.12
41,900,1.772,9.48
41,920,1.729,9.12
41,940,1.778,9.03
41,960,1.687,9.11
41,980,1.715,9.15
41,1000,1.781,9.24
41,1020,1.753,9.62
41,1040,1.72,9.55
41,1060,1.816,9.14
41,1080,1.724,9.27
41,1100,1.735,9.32
41,1120,1.759,9.15
41,1140,1.709,9.36
41,1160,1.726,9.31
41,1180,1.774,9.51
41,1200,1.752,9.04
41,1220,1.737,9.41
41,1240,1.781,8.99
41,1260,1.76,9.36
41,1280,1.76,9.29
41,1300,1.772,9.08
41,1320,1.741,9.17
41,1340,1.701,9.21
41,1360,1.734,9.24
41,1380,1.764,9.1
41,1400,1.749,9.4
41,1420,1.786,9.23
41,1440,1.764,9.39
41,1460,1.699,9.24
41,1480,1.736,9.25
42,0,2.881,9.09
42,20,2.713,9.11
42,40,2.539,9.29
42,60,2.298,9.55
42,80,2.257,9.41
42,100,2.055,9.64
42,120,1.938,9.31
42,140,1.908,9.73
42,160,1.833,9.55
42,180,1.82,9.36
42,200,1.774,9.41
42,220,1.782,9.1
42,240,1.733,9.47
42,260,1.705,8.93
42,280,1.673,8.99
42,300,1.678,9.34
42,320,1.689,9.25
42,340,1.599,9.14
42,360,1.616,9.01
42,380,1.577,9.2
42,400,1.602,9.18
42,420,1.57,8.98
42,440,1.604,8.96
42,460,1.614,9.0
42,480,1.545,8.78
42,500,1.621,8.86
42,520,1.587,8.98
42,540,1.604,9.09
42,560,1.54,8.92
42,580,1.536,8.94
42,600,1.559,8.98
42,620,1.587,9.03
42,640,1.6,8.93
42,660,1.525,9.41
42,680,1.551,9.34
42,700,1.551,8.78
42,720,1.586,9.09
42,740,1.562,8.88
42,760,1.597,8.86
42,780,1.571,9.16
42,800,1.567,8.87
42,820,1.577,8.63
42,840,1.567,9.03
42,860,1.612,8.9
42,880,1.59,9.02
42,900,1.583,9.05
42,920,1.537,9.17
42,940,1.51,8.97
42,960,1.638,8.91
42,980,1.545,8.78
42,1000,1.604,8.96
42,1020,1.562,9.07
42,1040,1.577,9.23
42,1060,1.626,9.14
42,1080,1.533,8.82
42,1100,1.584,9.05
42,1120,1.586,8.98
42,1140,1.625,8.96
42,1160,1.616,8.52
42,1180,1.574,9.01
42,1200,1.615,8.82
42,1220,1.581,8.8
42,1240,1.529,9.14
42,1260,1.588,9.02
42,1280,1.564,9.03
42,1300,1.609,9.06
42,1320,1.641,8.93
42,1340,1.558,8.8
42,1360,1.572,9.15
42,1380,1.565,8.83
42,1400,1.602,9.2
42,1420,1.522,8.83
42,1440,1.586,9.19
42,1460,1.551,8.91
42,1480,1.539,8.66
43,0,2.984,10.17
43,20,2.694,10.25
43,40,2.462,10.01
43,60,2.232,9.7
43,80,2.115,9.89
43,100,2.007,9.74
43,120,1.872,9.68
43,140,1.812,9.85
43,160,1.729,9.96
43,180,1.692,9.77
43,200,1.621,10.16
43,220,1.627,10.14
43,240,1.609,10.04
43,260,1.587,9.87
43,280,1.505,9.9
43,300,1.502,9.8
43,320,1.462,10.02
43,340,1.46,9.96
43,360,1.416,9.86
43,380,1.454,9.84
43,400,1.428,10.16
43,420,1.433,9.89
43,440,1.387,10.06
43,460,1.417,9.94
43,480,1.439,10.03
43,500,1.461,9.98
43,520,1.476,10.12
43,540,1.458,10.19
43,560,1.401,9.97
43,580,1.458,10.06
43,600,1.407,10.25
43,620,1.438,10.16
43,640,1.392,10.35
43,660,1.421,10.0
43,680,1.427,10.18
43,700,1.427,10.2
43,720,1.429,10.07
43,740,1.39,10.03
43,760,1.446,10.14
43,780,1.44,10.3
43,800,1.452,10.31
43,820,1.44,10.19
43,840,1.43,10.1
43,860,1.405,10.24
43,880,1.405,10.01
43,900,1.385,10.06
43,920,1.5,10.12
43,940,1.408,10.23
43,960,1.468,10.26
43,980,1.385,9.92
43,1000,1.445,10.31
43,1020,1.423,10.24
43,1040,1.452,10.25
43,1060,1.366,10.06
43,1080,1.413,10.37
43,1100,1.426,9.96
43,1120,1.417,10.31
43,1140,1.381,10.07
43,1160,1.438,10.07
43,1180,1.426,10.19
43,1200,1.426,10.2
43,1220,1.411,10.47
43,1240,1.464,10.23
43,1260,1.396,10.08
43,1280,1.384,9.99
43,1300,1.446,10.22
43,1320,1.43,10.01
43,1340,1.425,10.27
43,1360,1.46,10.31
43,1380,1.414,10.34
43,1400,1.391,10.31
43,1420,1.459,10.24
43,1440,1.414,10.21
43,1460,1.424,10.39
43,1480,1.341,10.09
44,0,2.857,10.0
44,20,2.632,10.25
44,40,2.476,9.74
44,60,2.358,9.41
44,80,2.227,8.93
44,100,2.196,8.78
44,120,2.069,8.58
44,140,1.987,8.08
44,160,1.978,7.79
44,180,1.967,7.79
44,200,1.899,7.21
44,220,1.864,6.89
44,240,1.781,6.66
44,260,1.787,6.65
44,280,1.822,5.92
44,300,1.768,5.91
44,320,1.823,5.52
44,340,1.756,6.21
44,360,1.786,6.32
44,380,1.784,7.14
44,400,1.75,7.39
44,420,1.76,7.62
44,440,1.784,8.08
44,460,1.683,8.31
44,480,1.751,8.32
44,500,1.709,8.09
44,520,1.766,8.72
44,540,1.73,8.9
44,560,1.718,9.19
44,580,1.719,9.25
44,600,1.758,9.39
44,620,1.73,9.25
44,640,1.741,9.76
44,660,1.692,9.61
44,680,1.72,9.35
44,700,1.694,9.89
44,720,1.734,9.71
44,740,1.765,10.16
44,760,1.669,9.98
44,780,1.661,9.92
44,800,1.701,9.98
44,820,1.731,10.01
44,840,1.728,9.83
44,860,1.755,10.06
44,880,1.769,10.09
44,900,1.695,10.04
44,920,1.706,10.1
44,940,1.729,10.16
44,960,1.783,9.94
44,980,1.755,10.2
44,1000,1.732,10.39
44,1020,1.744,10.44
44,1040,1.745,10.04
44,1060,1.762,10.23
44,1080,1.711,10.14
44,1100,1.725,10.11
44,1120,1.705,10.19
44,1140,1.725,10.22
44,1160,1.77,9.9
44,1180,1.697,10.5
44,1200,1.737,9.98
44,1220,1.73,10.37
44,1240,1.694,10.25
44,1260,1.74,10.16
44,1280,1.767,10.14
44,1300,1.71,10.25
44,1320,1.746,10.19
44,1340,1.733,10.3
44,1360,1.704,9.86
44,1380,1.735,10.5
44,1400,1.685,10.52
44,1420,1.772,9.96
44,1440,1.683,10.14
44,1460,1.716,10.21
44,1480,1.788,10.08
45,0,3.094,10.38
45,20,2.926,10.65
45,40,2.646,10.95
45,60,2.521,11.45
45,80,2.394,11.56
45,100,2.234,11.95
45,120,2.203,12.12
45,140,2.172,12.65
45,160,2.104,12.68
45,180,2.027,12.37
45,200,1.969,12.24
45,220,2.017,11.83
45,240,1.964,11.59
45,260,1.912,11.22
45,280,1.876,11.38
45,300,1.881,11.11
45,320,1.798,11.1
45,340,1.873,10.81
45,360,1.853,11.05
45,380,1.895,10.88
45,400,1.817,10.59
45,420,1.819,10.96
45,440,1.815,10.78
45,460,1.872,10.61
45,480,1.792,10.73
45,500,1.848,10.72
45,520,1.81,10.6
45,540,1.821,10.5
45,560,1.789,10.61
45,580,1.846,10.66
45,600,1.827,10.5
45,620,1.827,10.48
45,640,1.831,10.55
45,660,1.791,10.47
45,680,1.799,10.29
45,700,1.789,10.66
45,720,1.741,10.19
45,740,1.75,10.38
45,760,1.786,10.5
45,780,1.848,10.61
45,800,1.82,10.35
45,820,1.81,10.69
45,840,1.809,10.28
45,860,1.819,10.47
45,880,1.849,10.61
45,900,1.81,10.57
45,920,1.805,10.55
45,940,1.835,10.42
45,960,1.815,10.43
45,980,1.844,10.45
45,1000,1.824,10.49
45,1020,1.858,10.67
45,1040,1.85,10.19
45,1060,1.84,10.46
45,1080,1.862,10.6
45,1100,1.817,10.69
45,1120,1.821,10.54
45,1140,1.82,10.37
45,1160,1.825,10.37
45,1180,1.856,10.3
45,1200,1.803,10.54
45,1220,1.849,10.64
45,1240,1.772,10.52
45,1260,1.856,10.64
45,1280,1.839,10.68
45,1300,1.796,10.4
45,1320,1.801,10.61
45,1340,1.829,10.72
45,1360,1.825,10.39
45,1380,1.826,10.58
45,1400,1.823,10.71
45,1420,1.791,10.52
45,1440,1.783,10.37
45,1460,1.855,10.82
45,1480,1.804,10.26
46,0,2.891,10.8
46,20,2.583,11.02
46,40,2.315,11.11
46,60,2.206,11.15
46,80,2.014,11.5
46,100,1.924,12.11
46,120,1.808,12.19
46,140,1.749,11.98
46,160,1.671,12.4
46,180,1.602,12.7
46,200,1.561,12.9
46,220,1.522,12.93
46,240,1.506,12.57
46,260,1.488,12.46
46,280,1.438,12.12
46,300,1.425,12.08
46,320,1.428,11.71
46,340,1.415,11.57
46,360,1.366,11.55
46,380,1.42,11.49
46,400,1.348,11.17
46,420,1.331,11.25
